date,machine_id,product_type,shift,workers,machine_hours,downtime_hours,maintenance_hours,material_availability_pct,quality_rate_pct,temperature_c,energy_consumption_kwh,production_target,actual_production,production_gap,shortfall_units,units_per_hour,required_ot_hours,ot_rate_per_hour,ot_workers,estimated_ot_cost,production_status
2024-05-16,M01,Product_A,Night,15,9.16,1.43,0.73,90.37,92.08,23.4,451.73,456,338,118,118,41.64,2.83,230,9,5858.1,Shortfall
2024-05-16,M03,Product_A,Night,19,10.6,2.69,0.72,79.87,95.26,29.4,573.13,559,347,212,212,39.13,5.42,230,12,14959.2,Shortfall
2024-05-16,M03,Product_B,Morning,18,10.05,0.41,0.64,82.22,88.26,21.8,578.87,513,333,180,180,34.69,5.19,180,11,10276.2,Shortfall
2024-05-16,M05,Product_C,Morning,30,8.21,1.78,1.68,96.77,97.56,24.8,501.14,358,265,93,93,39.89,2.33,180,18,7549.2,Shortfall
2024-05-16,M05,Product_B,Night,26,6.95,0.41,1.75,80.63,99.65,25.2,291.04,308,213,95,95,34.85,2.73,230,16,10046.4,Shortfall
2024-05-17,M01,Product_C,Morning,15,6.34,1.44,1.5,77.56,95.35,24.8,343.79,267,141,126,126,28.07,4.49,180,9,7273.8,Shortfall
2024-05-17,M05,Product_A,Morning,17,7.18,0.38,0.95,86.06,97.17,27.4,319.93,398,299,99,99,45.04,2.2,180,11,4356.0,Shortfall
2024-05-17,M02,Product_B,Evening,20,11.53,1.76,0.99,86.6,98.19,23.0,501.37,560,393,167,167,38.47,4.34,200,12,10416.0,Shortfall
2024-05-17,M04,Product_A,Morning,9,7.92,0.76,0.77,75.21,90.01,35.5,359.32,423,190,233,233,26.27,8.87,180,6,9579.6,Shortfall
2024-05-17,M01,Product_B,Night,19,9.89,1.39,0.06,90.99,90.73,34.0,535.69,441,347,94,94,38.11,2.47,230,12,6817.2,Shortfall
2024-05-17,M05,Product_C,Evening,19,6.68,1.03,1.53,78.75,96.61,29.0,354.43,275,148,127,127,26.53,4.79,200,12,11496.0,Shortfall
2024-05-18,M01,Product_A,Morning,30,11.07,1.91,0.15,99.01,89.89,24.6,600.17,630,526,104,104,52.77,1.97,180,18,6382.8,Shortfall
2024-05-18,M02,Product_A,Night,12,7.54,0.06,1.36,92.36,96.96,30.3,386.42,377,263,114,114,37.41,3.05,230,8,5612.0,Shortfall
2024-05-18,M01,Product_C,Night,13,7.67,2.55,0.02,78.82,92.32,32.5,380.92,308,149,159,159,23.8,6.68,230,8,12291.2,Shortfall
2024-05-19,M02,Product_A,Night,9,8.65,0.42,1.91,79.17,98.33,20.3,560.1,412,252,160,160,32.51,4.92,230,6,6789.6,Shortfall
2024-05-19,M04,Product_A,Night,14,7.34,1.36,1.5,90.24,91.93,32.7,548.62,355,213,142,142,35.11,4.04,230,9,8362.8,Shortfall
2024-05-19,M04,Product_C,Morning,20,10.38,1.76,1.08,96.99,94.51,28.1,483.59,411,327,84,84,36.2,2.32,180,12,5011.2,Shortfall
2024-05-19,M04,Product_B,Morning,30,11.82,1.89,1.18,86.95,98.59,29.1,273.64,544,435,109,109,41.96,2.6,180,18,8424.0,Shortfall
2024-05-19,M02,Product_B,Evening,12,10.69,1.65,1.15,89.94,94.33,26.3,604.96,480,328,152,152,34.97,4.35,200,8,6960.0,Shortfall
2024-05-19,M04,Product_A,Evening,21,10.03,1.01,0.82,89.52,89.84,32.1,508.34,502,360,142,142,39.18,3.62,200,13,9412.0,Shortfall
2024-05-19,M04,Product_A,Morning,17,8.36,1.34,0.86,85.49,92.08,37.8,555.95,448,255,193,193,34.83,5.54,180,11,10969.2,Shortfall
2024-05-19,M02,Product_B,Evening,23,11.49,0.59,0.51,96.45,93.3,23.6,373.53,523,466,57,57,42.41,1.34,200,14,3752.0,Shortfall
2024-05-20,M01,Product_B,Morning,22,11.35,2.32,0.68,88.34,90.21,34.4,424.05,580,369,211,211,37.52,5.62,180,14,14162.4,Shortfall
2024-05-20,M05,Product_C,Morning,22,10.31,0.87,1.19,77.98,90.29,21.4,445.24,444,276,168,168,29.31,5.73,180,14,14439.6,Shortfall
2024-05-20,M02,Product_C,Evening,14,6.47,1.54,0.33,75.12,92.51,31.7,383.35,264,120,144,144,21.79,6.61,200,9,11898.0,Shortfall
2024-05-20,M04,Product_A,Evening,14,8.82,1.54,0.59,85.02,88.07,35.0,330.26,450,270,180,180,34.76,5.18,200,9,9324.0,Shortfall
2024-05-20,M02,Product_B,Morning,24,6.43,1.94,1.01,96.57,94.2,26.5,388.75,296,224,72,72,44.72,1.61,180,15,4347.0,Shortfall
2024-05-20,M03,Product_C,Morning,10,7.26,0.68,1.21,98.55,93.12,32.1,291.92,317,198,119,119,30.64,3.88,180,6,4190.4,Shortfall
2024-05-20,M04,Product_C,Night,20,8.76,1.82,1.43,75.27,95.92,20.2,197.56,330,177,153,153,24.39,6.27,230,12,17305.2,Shortfall
2024-05-20,M01,Product_C,Evening,25,7.05,1.66,1.22,85.75,90.21,20.6,413.23,299,162,137,137,28.37,4.83,200,15,14490.0,Shortfall
2024-05-20,M05,Product_A,Night,26,6.6,2.01,1.01,83.3,88.21,26.9,374.26,347,204,143,143,39.68,3.6,230,16,13248.0,Shortfall
2024-05-20,M05,Product_A,Evening,9,7.32,2.13,0.26,88.71,96.36,21.5,447.3,375,235,140,140,38.79,3.61,200,6,4332.0,Shortfall
2024-05-21,M01,Product_A,Night,22,9.29,1.54,1.57,85.69,91.01,26.3,454.3,497,305,192,192,38.64,4.97,230,14,16003.4,Shortfall
2024-05-21,M04,Product_B,Evening,11,10.01,2.05,1.89,92.96,90.6,23.4,232.05,454,277,177,177,33.69,5.25,200,7,7350.0,Shortfall
2024-05-21,M05,Product_B,Evening,13,9.05,0.69,1.72,85.93,97.11,32.1,430.86,426,297,129,129,36.81,3.5,200,8,5600.0,Shortfall
2024-05-21,M02,Product_A,Night,22,6.79,1.91,0.8,98.51,92.04,36.8,608.21,319,240,79,79,43.96,1.8,230,14,5796.0,Shortfall
2024-05-21,M05,Product_A,Morning,29,10.61,1.73,1.44,80.7,94.56,25.5,214.46,612,375,237,237,40.96,5.79,180,18,18759.6,Shortfall
2024-05-21,M02,Product_A,Morning,16,7.57,0.24,0.8,75.63,93.59,22.6,513.41,418,260,158,158,36.32,4.35,180,10,7830.0,Shortfall
2024-05-21,M04,Product_B,Morning,25,9.31,2.56,0.02,87.7,91.19,33.9,648.23,425,297,128,128,37.62,3.4,180,15,9180.0,Shortfall
2024-05-21,M02,Product_A,Evening,25,11.66,0.51,0.52,85.35,97.56,33.0,350.43,620,477,143,143,42.6,3.36,200,15,10080.0,Shortfall
2024-05-22,M04,Product_A,Morning,29,9.74,1.98,1.66,93.2,90.82,30.4,397.98,487,382,105,105,47.34,2.22,180,18,7192.8,Shortfall
2024-05-22,M05,Product_C,Morning,17,7.42,0.19,1.88,99.79,97.42,35.4,411.83,301,262,39,39,39.35,0.99,180,11,1960.2,Shortfall
2024-05-22,M01,Product_C,Morning,14,9.93,2.76,0.7,77.33,92.71,23.1,435.22,442,230,212,212,28.16,7.53,180,9,12198.6,Shortfall
2024-05-22,M02,Product_C,Morning,15,9.8,0.71,1.9,90.01,91.53,25.7,323.4,405,283,122,122,32.36,3.77,180,9,6107.4,Shortfall
2024-05-22,M05,Product_C,Morning,30,10.06,1.15,1.51,82.68,98.72,22.1,407.68,422,331,91,91,37.2,2.45,180,18,7938.0,Shortfall
2024-05-22,M02,Product_B,Night,11,6.76,1.08,0.0,75.65,90.18,27.7,509.31,306,160,146,146,25.95,5.63,230,7,9064.3,Shortfall
2024-05-22,M03,Product_B,Morning,20,10.25,2.59,1.43,95.66,98.66,38.0,620.76,515,358,157,157,43.0,3.65,180,12,7884.0,Shortfall
2024-05-23,M03,Product_A,Evening,27,6.38,0.9,0.32,92.34,88.62,34.7,565.09,348,246,102,102,42.61,2.39,200,17,8126.0,Shortfall
2024-05-23,M03,Product_A,Night,14,10.25,0.05,0.52,91.53,95.94,25.0,226.71,548,423,125,125,42.13,2.97,230,9,6147.9,Shortfall
2024-05-23,M04,Product_B,Morning,16,7.21,2.14,1.24,95.91,91.62,24.6,201.04,339,215,124,124,38.4,3.23,180,10,5814.0,Shortfall
2024-05-23,M03,Product_A,Evening,29,8.7,2.85,1.02,87.75,92.8,33.4,337.97,497,326,171,171,48.11,3.55,200,18,12780.0,Shortfall
2024-05-23,M05,Product_C,Morning,28,9.72,1.19,0.53,94.96,92.45,33.7,486.16,393,331,62,62,37.27,1.66,180,17,5079.6,Shortfall
2024-05-23,M02,Product_C,Evening,10,9.43,2.94,1.98,84.42,98.49,37.1,305.4,398,180,218,218,25.28,8.62,200,6,10344.0,Shortfall
2024-05-23,M04,Product_B,Evening,23,10.79,0.66,1.4,81.34,94.2,33.9,520.5,468,328,140,140,33.01,4.24,200,14,11872.0,Shortfall
2024-05-23,M05,Product_C,Evening,14,10.83,0.8,0.69,92.39,93.11,22.8,321.0,447,339,108,108,33.4,3.23,200,9,5814.0,Shortfall
2024-05-23,M03,Product_A,Morning,18,7.79,2.99,0.98,91.8,88.73,37.7,493.75,450,243,207,207,41.88,4.94,180,11,9781.2,Shortfall
2024-05-23,M05,Product_B,Evening,28,11.75,0.7,1.87,93.96,94.24,31.9,456.41,579,470,109,109,43.88,2.48,200,17,8432.0,Shortfall
2024-05-23,M04,Product_B,Morning,10,7.72,2.76,0.69,88.84,88.34,21.8,394.7,347,179,168,168,30.03,5.59,180,6,6037.2,Shortfall
2024-05-23,M05,Product_C,Evening,20,11.68,1.02,0.86,98.2,99.16,23.9,353.44,471,418,53,53,38.64,1.37,200,12,3288.0,Shortfall
2024-05-24,M05,Product_A,Evening,15,7.39,0.01,1.69,79.8,94.89,20.7,618.96,388,242,146,146,35.62,4.1,200,9,7380.0,Shortfall
2024-05-24,M02,Product_C,Evening,27,10.63,2.27,0.18,91.04,95.98,27.0,539.95,427,347,80,80,37.24,2.15,200,17,7310.0,Shortfall
2024-05-24,M05,Product_A,Morning,12,11.66,1.72,0.25,75.31,97.99,24.0,180.67,666,358,308,308,33.69,9.14,180,8,13161.6,Shortfall
2024-05-24,M04,Product_C,Evening,24,8.46,2.42,0.94,80.92,88.55,20.4,607.5,340,183,157,157,26.91,5.83,200,15,17490.0,Shortfall
2024-05-24,M02,Product_A,Morning,19,11.06,2.16,1.74,79.14,92.13,21.3,426.98,619,365,254,254,39.4,6.45,180,12,13932.0,Shortfall
2024-05-24,M03,Product_A,Evening,28,7.75,2.2,1.44,86.03,88.7,28.8,526.96,430,294,136,136,48.71,2.79,200,17,9486.0,Shortfall
2024-05-24,M02,Product_C,Morning,22,8.7,1.21,1.14,90.03,94.15,32.8,484.76,356,263,93,93,34.44,2.7,180,14,6804.0,Shortfall
2024-05-24,M01,Product_A,Evening,29,7.81,1.33,0.26,94.86,95.66,27.0,466.82,434,350,84,84,50.09,1.68,200,18,6048.0,Shortfall
2024-05-24,M04,Product_C,Evening,17,11.58,1.77,0.46,76.83,96.98,36.9,355.88,461,268,193,193,25.66,7.52,200,11,16544.0,Shortfall
2024-05-24,M05,Product_A,Morning,10,6.11,1.41,1.22,91.59,88.05,26.4,573.36,329,205,124,124,41.77,2.97,180,6,3207.6,Shortfall
2024-05-24,M04,Product_A,Morning,17,10.0,2.73,0.01,99.29,91.66,29.4,396.12,531,371,160,160,43.67,3.66,180,11,7246.8,Shortfall
2024-05-24,M05,Product_A,Morning,25,6.72,2.04,0.95,89.12,95.04,27.3,538.05,362,230,132,132,43.68,3.02,180,15,8154.0,Shortfall
2024-05-24,M02,Product_C,Evening,8,8.15,1.0,1.61,95.44,91.73,31.6,344.15,328,200,128,128,28.42,4.5,200,5,4500.0,Shortfall
2024-05-25,M05,Product_C,Night,14,10.98,0.03,1.16,84.22,98.09,28.3,368.77,432,320,112,112,30.31,3.7,230,9,7659.0,Shortfall
2024-05-25,M01,Product_A,Evening,10,6.04,1.32,0.5,84.99,91.51,37.5,330.19,317,163,154,154,31.72,4.85,200,6,5820.0,Shortfall
2024-05-25,M04,Product_B,Morning,25,10.36,2.85,0.35,81.41,98.52,25.9,337.9,496,336,160,160,38.75,4.13,180,15,11151.0,Shortfall
2024-05-25,M03,Product_C,Morning,27,8.79,2.56,1.87,92.22,93.86,22.7,264.83,392,266,126,126,39.54,3.19,180,17,9761.4,Shortfall
2024-05-25,M05,Product_A,Evening,9,7.16,0.91,0.48,82.26,88.61,22.4,290.23,391,209,182,182,32.2,5.65,200,6,6780.0,Shortfall
2024-05-25,M01,Product_A,Morning,27,6.47,2.5,0.76,82.51,95.13,22.6,258.48,367,233,134,134,48.25,2.78,180,17,8506.8,Shortfall
2024-05-25,M02,Product_A,Evening,14,8.1,0.46,0.95,88.59,88.12,20.6,638.03,430,280,150,150,37.26,4.03,200,9,7254.0,Shortfall
2024-05-25,M04,Product_A,Night,8,9.99,1.49,0.45,83.34,89.96,27.9,571.53,461,254,207,207,28.18,7.35,230,5,8452.5,Shortfall
2024-05-25,M05,Product_B,Night,30,9.01,0.67,0.34,83.22,99.46,37.2,495.38,409,303,106,106,35.55,2.98,230,18,12337.2,Shortfall
2024-05-25,M05,Product_B,Morning,13,8.38,1.38,0.7,95.5,89.6,20.2,202.38,410,267,143,143,36.2,3.95,180,8,5688.0,Shortfall
2024-05-26,M05,Product_B,Night,20,8.84,0.35,1.35,90.55,98.19,23.1,234.43,381,304,77,77,37.19,2.07,230,12,5713.2,Shortfall
2024-05-26,M04,Product_B,Morning,29,6.23,0.4,1.18,83.08,98.21,37.0,320.45,300,225,75,75,40.2,1.87,180,18,6058.8,Shortfall
2024-05-26,M05,Product_A,Night,30,11.52,0.76,1.7,83.28,90.72,20.5,426.24,563,423,140,140,40.26,3.48,230,18,14407.2,Shortfall
2024-05-26,M05,Product_B,Morning,21,6.16,1.37,0.86,92.47,94.51,29.0,192.43,305,183,122,122,35.84,3.4,180,13,7956.0,Shortfall
2024-05-26,M01,Product_A,Evening,11,11.22,0.32,0.68,77.25,95.34,27.6,225.44,634,391,243,243,36.18,6.72,200,7,9408.0,Shortfall
2024-05-26,M04,Product_C,Morning,25,10.57,2.4,1.29,99.71,95.36,24.0,343.97,427,324,103,103,36.82,2.8,180,15,7560.0,Shortfall
2024-05-26,M05,Product_C,Night,17,6.12,0.59,1.73,94.98,92.01,21.7,288.4,232,147,85,85,28.32,3.0,230,11,7590.0,Shortfall
2024-05-26,M05,Product_B,Morning,19,7.27,2.53,1.22,76.05,98.11,25.0,645.17,348,187,161,161,34.3,4.69,180,12,10130.4,Shortfall
2024-05-26,M01,Product_B,Night,22,7.38,0.89,0.34,85.74,96.54,24.5,349.99,339,249,90,90,36.77,2.45,230,14,7889.0,Shortfall
2024-05-26,M05,Product_A,Morning,27,7.49,2.92,1.81,75.76,91.13,23.4,306.9,410,190,220,220,36.19,6.08,180,17,18604.8,Shortfall
2024-05-26,M02,Product_B,Morning,12,7.12,1.23,1.34,87.11,92.85,23.9,578.6,325,214,111,111,35.82,3.1,180,8,4464.0,Shortfall
2024-05-26,M03,Product_B,Night,12,11.45,2.85,0.34,94.64,94.26,35.9,595.43,529,330,199,199,33.8,5.89,230,8,10837.6,Shortfall
2024-05-27,M03,Product_B,Evening,10,6.32,0.7,1.01,98.43,95.65,34.8,601.47,328,227,101,101,40.67,2.48,200,6,2976.0,Shortfall
2024-05-27,M02,Product_C,Evening,27,11.77,2.83,1.87,79.38,96.19,33.8,419.88,491,283,208,208,29.61,7.02,200,17,23868.0,Shortfall
2024-05-27,M02,Product_C,Night,18,6.24,0.93,0.18,84.13,92.3,33.8,593.28,226,137,89,89,24.18,3.68,230,11,9310.4,Shortfall
2024-05-27,M05,Product_B,Evening,11,6.29,2.19,0.81,89.0,97.18,25.1,366.38,291,178,113,113,37.07,3.05,200,7,4270.0,Shortfall
2024-05-27,M03,Product_A,Evening,11,10.62,0.81,1.82,84.13,89.97,23.0,456.07,608,364,244,244,38.17,6.39,200,7,8946.0,Shortfall
2024-05-27,M01,Product_C,Morning,8,6.93,2.68,0.79,98.83,95.25,22.7,466.29,307,161,146,146,31.08,4.7,180,5,4230.0,Shortfall
2024-05-27,M05,Product_C,Night,20,6.97,0.97,1.01,76.68,94.58,29.7,395.84,260,191,69,69,31.4,2.2,230,12,6072.0,Shortfall
2024-05-27,M01,Product_C,Morning,19,9.48,2.35,1.95,79.73,91.78,20.8,523.55,415,243,172,172,32.38,5.31,180,12,11469.6,Shortfall
2024-05-27,M04,Product_B,Morning,19,6.4,0.69,0.15,86.51,88.19,30.5,431.43,305,212,93,93,35.52,2.62,180,12,5659.2,Shortfall
2024-05-28,M01,Product_B,Morning,9,10.87,1.49,1.14,91.83,94.72,23.8,622.28,524,363,161,161,37.61,4.28,180,6,4622.4,Shortfall
2024-05-28,M04,Product_A,Night,30,9.33,1.5,1.25,97.46,94.72,34.3,612.76,449,380,69,69,47.1,1.46,230,18,6044.4,Shortfall
2024-05-28,M05,Product_A,Evening,25,9.34,2.34,0.79,83.35,92.65,20.9,568.54,496,375,121,121,48.22,2.51,200,15,7530.0,Shortfall
2024-05-28,M03,Product_B,Morning,30,10.49,2.54,0.52,96.36,99.73,27.8,635.1,536,468,68,68,52.52,1.29,180,18,4179.6,Shortfall
2024-05-28,M05,Product_A,Morning,10,9.2,1.51,1.78,76.63,88.8,26.6,291.0,530,260,270,270,33.56,8.05,180,6,8694.0,Shortfall
2024-05-28,M04,Product_C,Evening,27,7.37,2.58,0.54,85.37,90.59,28.9,499.19,289,173,116,116,30.02,3.86,200,17,13124.0,Shortfall
2024-05-28,M05,Product_C,Morning,28,11.38,1.93,0.73,79.64,99.52,37.0,490.74,496,322,174,174,32.0,5.44,180,17,16646.4,Shortfall
2024-05-29,M05,Product_A,Morning,29,7.66,2.46,0.28,90.35,98.52,22.9,254.13,420,295,125,125,47.51,2.63,180,18,8521.2,Shortfall
2024-05-29,M01,Product_B,Night,24,11.23,1.93,0.97,86.7,93.15,32.5,379.46,507,370,137,137,37.64,3.64,230,15,12558.0,Shortfall
2024-05-29,M04,Product_A,Evening,11,11.6,1.55,0.2,89.43,90.59,24.6,573.94,562,402,160,160,37.65,4.25,200,7,5950.0,Shortfall
2024-05-29,M04,Product_A,Night,10,11.33,2.98,2.0,99.83,98.02,22.5,339.65,528,376,152,152,41.82,3.63,230,6,5009.4,Shortfall
2024-05-29,M04,Product_C,Morning,17,8.3,0.2,0.06,84.38,89.78,24.8,503.96,347,218,129,129,26.69,4.83,180,11,9563.4,Shortfall
2024-05-29,M04,Product_A,Morning,25,8.24,0.72,0.57,77.27,95.68,28.3,617.11,428,288,140,140,37.67,3.72,180,15,10044.0,Shortfall
2024-05-30,M05,Product_A,Morning,26,8.75,0.53,0.69,95.83,90.26,30.0,644.25,484,404,80,80,49.17,1.63,180,16,4694.4,Shortfall
2024-05-30,M03,Product_A,Morning,14,6.69,1.76,0.46,79.95,91.98,33.7,196.45,378,192,186,186,34.53,5.39,180,9,8731.8,Shortfall
2024-05-30,M04,Product_A,Morning,11,10.02,0.81,1.27,90.21,95.94,25.2,313.64,505,344,161,161,37.68,4.27,180,7,5380.2,Shortfall
2024-05-30,M04,Product_A,Night,12,9.0,1.51,0.09,98.26,92.86,21.8,604.37,434,336,98,98,41.29,2.37,230,8,4360.8,Shortfall
2024-05-30,M01,Product_A,Morning,30,6.26,1.04,1.44,78.27,88.65,37.8,363.6,339,202,137,137,38.97,3.52,180,18,11404.8,Shortfall
2024-05-30,M04,Product_C,Morning,13,6.5,1.31,1.03,81.05,98.58,32.7,196.49,258,141,117,117,26.02,4.5,180,8,6480.0,Shortfall
2024-05-30,M05,Product_A,Evening,16,8.13,0.51,0.9,75.55,98.35,21.2,338.61,449,282,167,167,37.43,4.46,200,10,8920.0,Shortfall
2024-05-30,M05,Product_A,Morning,24,8.11,1.24,1.34,91.28,98.56,22.5,441.7,455,344,111,111,49.43,2.25,180,15,6075.0,Shortfall
2024-05-30,M03,Product_A,Night,29,11.42,2.36,0.24,79.12,91.61,25.5,557.2,586,392,194,194,39.05,4.97,230,18,20575.8,Shortfall
2024-05-30,M04,Product_A,Evening,20,11.4,2.32,1.05,78.06,97.85,31.9,384.22,591,376,215,215,38.54,5.58,200,12,13392.0,Shortfall
2024-05-30,M04,Product_B,Morning,10,11.38,2.76,1.06,83.67,90.45,25.2,565.69,514,291,223,223,30.66,7.27,180,6,7851.6,Shortfall
2024-05-30,M03,Product_A,Morning,21,8.76,0.68,0.17,89.14,99.22,29.0,516.26,508,394,114,114,47.32,2.41,180,13,5639.4,Shortfall
2024-05-30,M05,Product_C,Evening,27,6.03,1.6,1.02,79.9,90.66,37.9,471.7,256,135,121,121,28.17,4.3,200,17,14620.0,Shortfall
2024-05-31,M03,Product_C,Morning,26,11.83,2.17,1.09,85.26,90.81,35.3,624.32,549,361,188,188,35.2,5.34,180,16,15379.2,Shortfall
2024-05-31,M03,Product_A,Evening,29,11.63,2.65,1.08,81.32,98.08,23.4,640.88,638,451,187,187,46.05,4.06,200,18,14616.0,Shortfall
2024-05-31,M01,Product_B,Night,10,10.53,1.44,1.39,79.18,98.58,27.3,612.4,489,286,203,203,30.91,6.57,230,6,9066.6,Shortfall
2024-05-31,M02,Product_B,Morning,20,10.28,1.55,1.84,93.5,96.18,34.2,419.03,476,342,134,134,38.94,3.44,180,12,7430.4,Shortfall
2024-05-31,M04,Product_B,Evening,23,10.06,2.59,1.54,95.92,92.51,25.3,301.28,465,321,144,144,39.65,3.63,200,14,10164.0,Shortfall
2024-05-31,M04,Product_B,Morning,26,7.1,2.85,1.38,96.53,96.14,29.3,555.08,342,227,115,115,44.95,2.56,180,16,7372.8,Shortfall
2024-05-31,M01,Product_A,Evening,10,7.81,2.11,1.05,98.18,95.85,37.2,607.26,410,266,144,144,42.34,3.4,200,6,4080.0,Shortfall
2024-05-31,M01,Product_A,Evening,12,11.51,1.3,1.99,93.24,93.01,24.3,240.0,654,417,237,237,41.29,5.74,200,8,9184.0,Shortfall
2024-05-31,M01,Product_C,Night,21,7.62,1.29,0.74,95.83,91.77,23.1,185.84,297,217,80,80,32.62,2.45,230,13,7325.5,Shortfall
2024-05-31,M01,Product_A,Night,28,7.9,0.99,1.88,75.21,91.0,32.0,364.23,417,237,180,180,35.39,5.09,230,17,19901.9,Shortfall
2024-05-31,M02,Product_B,Morning,17,8.15,2.88,1.18,83.6,93.65,25.4,287.83,397,237,160,160,38.52,4.15,180,11,8217.0,Shortfall
2024-05-31,M02,Product_A,Morning,11,8.82,0.05,0.27,96.44,90.85,23.9,517.87,471,347,124,124,39.89,3.11,180,7,3918.6,Shortfall
2024-05-31,M03,Product_A,Evening,24,10.48,1.44,0.08,94.05,95.86,21.3,357.98,613,500,113,113,51.76,2.18,200,15,6540.0,Shortfall
2024-05-31,M05,Product_B,Night,23,10.91,0.35,1.14,77.37,89.87,38.0,340.96,465,302,163,163,29.27,5.57,230,14,17935.4,Shortfall
2024-05-31,M04,Product_B,Evening,22,7.25,1.7,0.22,91.66,94.69,28.0,264.98,318,248,70,70,39.76,1.76,200,14,4928.0,Shortfall
2024-06-01,M01,Product_C,Evening,15,11.28,2.16,1.83,80.35,92.26,36.6,214.57,455,249,206,206,26.35,7.82,200,9,14076.0,Shortfall
2024-06-01,M02,Product_A,Night,14,11.69,2.88,0.61,95.44,95.9,36.5,370.97,553,384,169,169,38.82,4.35,230,9,9004.5,Shortfall
2024-06-01,M01,Product_B,Morning,14,6.47,2.2,0.12,84.21,89.32,26.3,592.82,326,184,142,142,35.26,4.03,180,9,6528.6,Shortfall
2024-06-01,M02,Product_B,Night,14,8.08,1.26,0.53,95.87,96.03,32.8,410.25,356,243,113,113,33.74,3.35,230,9,6934.5,Shortfall
2024-06-01,M02,Product_A,Evening,21,11.57,0.56,0.25,88.65,92.6,32.9,620.76,593,469,124,124,41.97,2.95,200,13,7670.0,Shortfall
2024-06-01,M02,Product_A,Night,21,9.2,0.15,1.72,79.32,92.28,26.1,360.25,463,303,160,160,35.58,4.5,230,13,13455.0,Shortfall
2024-06-01,M04,Product_A,Night,22,7.86,2.99,1.64,89.6,90.53,26.2,537.06,369,208,161,161,36.87,4.37,230,14,14071.4,Shortfall
2024-06-01,M01,Product_C,Night,30,11.62,2.63,0.82,87.28,99.58,36.2,247.41,439,321,118,118,32.47,3.63,230,18,15028.2,Shortfall
2024-06-01,M03,Product_C,Morning,16,11.29,0.51,1.5,89.03,97.84,23.3,602.7,494,378,116,116,36.05,3.22,180,10,5796.0,Shortfall
2024-06-01,M05,Product_A,Morning,22,10.14,2.69,1.81,99.35,95.23,31.0,604.56,565,425,140,140,52.95,2.64,180,14,6652.8,Shortfall
2024-06-02,M02,Product_B,Morning,8,8.45,2.39,1.87,96.31,92.46,37.9,197.82,422,205,217,217,31.63,6.86,180,5,6174.0,Shortfall
2024-06-02,M03,Product_A,Morning,8,7.13,0.43,1.3,93.97,92.54,21.3,462.83,397,271,126,126,42.09,2.99,180,5,2691.0,Shortfall
2024-06-02,M01,Product_A,Morning,15,11.69,1.03,0.38,82.74,94.8,29.4,459.41,641,438,203,203,39.85,5.09,180,9,8245.8,Shortfall
2024-06-02,M05,Product_A,Night,10,6.28,1.51,1.93,79.12,96.09,27.8,386.9,302,162,140,140,33.93,4.13,230,6,5699.4,Shortfall
2024-06-02,M05,Product_B,Night,28,8.68,1.0,0.71,81.88,98.38,33.3,435.05,398,294,104,104,37.3,2.79,230,17,10908.9,Shortfall
2024-06-02,M01,Product_A,Morning,25,8.3,1.54,1.24,85.6,95.74,26.4,480.49,477,347,130,130,49.44,2.63,180,15,7101.0,Shortfall
2024-06-02,M04,Product_A,Evening,22,9.18,1.37,0.6,77.02,94.89,28.4,331.43,481,307,174,174,37.36,4.66,200,14,13048.0,Shortfall
2024-06-02,M05,Product_A,Morning,16,9.62,1.69,1.81,92.36,90.06,26.0,548.9,524,355,169,169,44.06,3.84,180,10,6912.0,Shortfall
2024-06-02,M01,Product_A,Morning,15,10.38,1.3,1.11,96.46,94.45,35.2,434.76,584,413,171,171,44.52,3.84,180,9,6220.8,Shortfall
2024-06-02,M03,Product_B,Morning,14,6.08,0.09,0.5,86.62,91.57,31.8,465.9,320,207,113,113,35.35,3.2,180,9,5184.0,Shortfall
2024-06-02,M02,Product_B,Evening,18,8.0,0.6,1.79,99.02,93.71,37.7,316.28,365,272,93,93,38.62,2.41,200,11,5302.0,Shortfall
2024-06-02,M03,Product_B,Evening,16,6.43,0.07,1.95,90.88,90.27,29.5,629.16,326,211,115,115,36.96,3.11,200,10,6220.0,Shortfall
2024-06-02,M01,Product_C,Evening,24,9.17,0.23,0.36,99.7,91.44,25.5,531.95,370,364,6,6,40.82,0.15,200,15,450.0,Minor Shortfall
2024-06-03,M03,Product_B,Evening,13,8.72,2.45,1.78,75.37,92.58,30.4,302.43,420,172,248,248,25.48,9.73,200,8,15568.0,Shortfall
2024-06-03,M05,Product_B,Morning,21,11.29,1.92,0.64,75.83,99.63,29.3,201.83,547,356,191,191,35.56,5.37,180,13,12565.8,Shortfall
2024-06-03,M05,Product_B,Morning,20,11.6,1.26,1.02,91.44,94.62,33.7,528.18,580,405,175,175,38.39,4.56,180,12,9849.6,Shortfall
2024-06-03,M04,Product_B,Evening,14,6.97,1.23,0.92,97.12,92.94,32.5,206.77,318,234,84,84,39.19,2.14,200,9,3852.0,Shortfall
2024-06-03,M05,Product_A,Evening,27,11.91,0.64,1.57,88.3,88.43,29.1,207.26,641,458,183,183,41.6,4.4,200,17,14960.0,Shortfall
2024-06-03,M04,Product_B,Morning,11,11.01,2.8,1.82,89.42,99.05,27.4,482.56,493,333,160,160,37.7,4.24,180,7,5342.4,Shortfall
